CHUNK NO,ID,GENDER,AGE,INDUSTRY,ASTROLOGICAL SIGN,TOTAL PREVALENCE,AVERAGE PREVALENCE
7,4165551,female,15,indUnk,Aquarius,458.2729999999998,0.0074247918084313505
7,3837904,male,16,Student,Virgo,4213.277000000002,0.0682621593597097
7,4111025,male,16,Student,Scorpio,802.8910000000004,0.013008181847639423
7,3312717,male,16,Student,Virgo,55995.196000000076,0.9072161627944667
7,4183570,female,25,indUnk,Gemini,1918.4080000000029,0.031081429636110346
7,3668719,male,16,indUnk,Virgo,1248.9660000000013,0.020235345581802296
7,4246259,male,13,Student,Taurus,964.8580000000001,0.015632319108259615
7,2671242,male,25,indUnk,Cancer,4056.7819999999965,0.06572667768380798
7,4239549,female,36,Government,Cancer,474.9099999999999,0.007694339133534233
7,3004440,female,14,Non-Profit,Pisces,940.7740000000002,0.015242117883412726
7,3445665,male,38,Technology,Virgo,2464.277000000005,0.0399254236738927
7,4003433,female,17,Arts,Sagittarius,1062.5880000000006,0.017215709147467687
7,1962377,female,35,indUnk,Libra,16724.218999999925,0.2709604192994382
7,3881416,female,17,indUnk,Gemini,5283.196000000004,0.08559664301221612
7,756402,female,16,indUnk,Cancer,28211.35199999997,0.4570712549820157
7,4087161,male,36,Technology,Scorpio,578.2190000000002,0.009368118337059722
7,3601602,female,16,HumanResources,Aquarius,612.4020000000006,0.009921940313016438
7,3005033,female,25,Communications-Media,Gemini,41865.51800000016,0.6782916626162496
7,4139738,male,17,Student,Virgo,3966.3720000000026,0.06426188393117531
7,3047403,male,17,Publishing,Leo,24000.63999999992,0.388850652927642
7,2120724,male,26,Government,Taurus,3266.0450000000037,0.05291541103658345
7,4206258,male,25,Science,Pisces,538.3620000000001,0.008722368037328669
7,3435192,female,45,indUnk,Scorpio,2346.6630000000036,0.03801987945951207
7,3946278,female,23,Education,Libra,1333.7160000000008,0.02160843783415963
7,3901815,male,15,Student,Taurus,797.5770000000001,0.012922086128122876
7,691951,female,15,Biotech,Cancer,25017.733999999957,0.4053292829137092
7,3526597,male,23,Education,Aquarius,1041.9240000000004,0.0168809176630699
7,796779,male,25,indUnk,Leo,9966.491,0.16147388289426784
7,3401697,male,17,Student,Gemini,4026.6430000000037,0.06523837529568069
7,3490185,female,27,indUnk,Aries,5263.582999999999,0.08527887949191534
7,3586375,female,27,Communications-Media,Gemini,4851.683000000009,0.07860540812028141
7,3358389,male,17,Education,Capricorn,4100.091000000008,0.06642835617770013
7,3388436,female,27,indUnk,Pisces,7771.359,0.1259090599786138
7,1496664,female,35,Arts,Sagittarius,13760.9859999999,0.22295107093094685
7,2930579,female,27,indUnk,Sagittarius,3955.016000000006,0.06407789767019872
7,3415290,male,17,Student,Gemini,1712.5390000000023,0.027746006286251294
7,3810203,female,13,indUnk,Gemini,859.4880000000004,0.013925148245358225
7,4035306,female,17,Student,Leo,340.64699999999993,0.005519053173908816
7,4022893,female,41,indUnk,Aries,5614.160000000006,0.09095881533326863
7,3403265,male,16,indUnk,Aquarius,2709.048000000001,0.04389112472052106
7,3464357,male,41,Technology,Leo,800.2170000000007,0.012964858559346759
7,1808929,male,23,Student,Leo,16815.70899999992,0.2724427108648443
7,3840565,male,46,indUnk,Cancer,1291.7020000000016,0.020927740513917267
7,4201848,male,45,HumanResources,Aquarius,393.01500000000004,0.006367502673276952
7,3353527,male,14,indUnk,Gemini,916.0910000000007,0.014842211853147998
7,3451935,male,17,Banking,Aries,878.869000000001,0.014239152976248356
7,4000048,male,14,indUnk,Taurus,3784.220000000002,0.061310715790155894
7,3385107,male,35,InvestmentBanking,Gemini,4816.1240000000025,0.078029292634717
7,3776298,female,13,indUnk,Sagittarius,780.3420000000004,0.012642850199280653
7,3414073,male,14,Communications-Media,Libra,62063.30399999998,1.005529697676679
7,4260367,male,24,indUnk,Pisces,2652.0160000000024,0.04296711059265744
7,3380387,male,33,indUnk,Taurus,638.8440000000006,0.01035034509575193
7,3295853,female,39,Consulting,Libra,1598.539000000002,0.025899014937947603
7,4334954,female,27,Communications-Media,Aquarius,726.4979999999998,0.011770487022455523
7,1220898,male,34,indUnk,Taurus,3474.0080000000003,0.05628476070120865
7,928859,female,41,Military,Virgo,32860.53899999994,0.5323958880139973
7,3326517,male,14,indUnk,Aries,306.58799999999997,0.00496724020608535
7,3683266,male,16,indUnk,Aquarius,612.0290000000005,0.009915897086938213
7,3893998,female,16,Student,Taurus,3288.2239999999997,0.05327474806389942
7,3834518,female,24,Military,Pisces,762.6410000000008,0.012356064288260277
7,277506,female,25,Communications-Media,Capricorn,4192.531000000002,0.06792603933767541
7,3412512,male,47,Communications-Media,Taurus,6498.769000000011,0.10529096594407199
7,3545723,male,16,indUnk,Libra,695.7420000000006,0.011272188198697396
7,4175734,female,26,indUnk,Scorpio,773.1050000000006,0.012525598652020358
7,4142378,male,33,Banking,Pisces,417.6160000000001,0.00676608016590519
7,3555958,female,16,Student,Sagittarius,1496.1570000000002,0.024240254690385925
7,4034048,female,25,indUnk,Scorpio,699.8300000000002,0.011338420660380417
7,3963226,female,16,Education,Virgo,738.4130000000006,0.011963530021710259
7,3743863,male,35,Transportation,Pisces,18996.907999999967,0.30778179579404374
7,3361005,female,26,Marketing,Taurus,583.4410000000004,0.00945272350215483
7,4297565,male,36,Law,Leo,536.0450000000001,0.00868482874825832
7,3819418,female,24,indUnk,Aquarius,5513.581000000004,0.08932926671203142
7,4195269,female,27,Non-Profit,Gemini,756.1070000000009,0.012250202520981189
7,3972638,male,17,indUnk,Aries,1034.9260000000006,0.016767538316969647
7,3327481,male,15,indUnk,Pisces,2358.7430000000027,0.03821559573571826
7,3322160,male,36,Religion,Scorpio,2634.318000000003,0.04268037328667255
7,3744317,female,26,indUnk,Capricorn,2968.272000000004,0.04809098862642176
7,2718671,female,26,Internet,Capricorn,4467.931000000002,0.07238798159489326
7,4057034,female,27,Communications-Media,Scorpio,1646.2960000000028,0.026672758497780415
7,3444022,male,41,Technology,Scorpio,996.804000000001,0.016149897929425505
7,3894425,male,25,indUnk,Aries,942.705,0.015273403324584428
7,3645176,male,35,HumanResources,Aries,2993.661000000005,0.048502333041703205
7,3960205,male,17,Student,Scorpio,6393.098000000003,0.1035789183759438
7,3788877,male,15,Arts,Virgo,2977.7920000000017,0.048245228605683574
7,3034368,female,25,HumanResources,Capricorn,12309.599999999955,0.19943618158841184
7,1208423,male,23,Engineering,Aries,415.37800000000027,0.006729820809435862
7,3752315,female,45,Museums-Libraries,Leo,1075.9770000000017,0.017432633420822425
7,3858699,female,33,indUnk,Libra,486.5190000000002,0.007882424419169828
7,4033293,male,24,indUnk,Libra,591.8090000000001,0.009588299147791713
7,3635006,male,16,indUnk,Taurus,7860.874000000008,0.12735935322899467
7,3441856,male,26,indUnk,Cancer,2460.658000000001,0.039866789799423236
7,4091800,male,15,indUnk,Scorpio,317.8269999999997,0.005149330870678198
7,3016686,male,35,Education,Pisces,8959.089000000009,0.14515227957616425
7,3008482,female,14,Agriculture,Sagittarius,4734.002000000005,0.07669877839344164
7,3965339,male,23,Student,Aries,351.03800000000007,0.00568740481513885
7,4069624,female,17,indUnk,Pisces,3111.9230000000034,0.050418375943747824
7,3205824,female,26,Education,Cancer,2064.1870000000017,0.0334432941252714
7,4160371,female,17,Student,Scorpio,1036.3990000000008,0.016791403389391155
7,2040365,male,26,Engineering,Capricorn,47110.05800000019,0.7632620135446062
7,4165721,female,13,Student,Taurus,486.54500000000013,0.007882845662810669
7,3948534,male,13,indUnk,Aquarius,1257.3890000000008,0.02037181231975634
7,3551123,male,41,Technology,Libra,1692.2120000000018,0.027416674767505943
7,3995290,female,27,Law,Capricorn,3402.5990000000033,0.05512781504163837
7,3749228,male,13,indUnk,Taurus,1036.1199999999997,0.01678688312109134
7,207842,male,34,indUnk,Taurus,909.8290000000004,0.01474075694241924
7,4018129,male,24,Technology,Virgo,1418.4210000000012,0.022980801010984757
7,3432744,male,17,Student,Cancer,2256.3340000000026,0.03655639804283728
7,3711256,male,15,Student,Cancer,1127.0250000000012,0.018259696704578613
7,3846418,male,15,Student,Pisces,529.601,0.008580425132043679
7,3948225,female,16,indUnk,Gemini,1986.578000000003,0.032185898059038966
7,3482739,male,40,Technology,Scorpio,1446.6620000000023,0.023438352613330778
7,3733786,female,13,indUnk,Aries,988.0690000000003,0.016008376267781347
7,3986767,male,40,Internet,Sagittarius,1254.1710000000016,0.02031967531836301
7,4265390,female,25,Education,Taurus,6397.252000000003,0.10364622014840742
7,4067901,female,16,indUnk,Libra,2040.2590000000032,0.03305562036226958
7,3368392,male,14,Student,Capricorn,719.0730000000003,0.011650189559638384
7,4011433,female,15,Student,Pisces,542.4560000000001,0.008788697709082664
7,4263025,female,23,indUnk,Scorpio,327.66999999999996,0.00530880399209358
7,3476516,male,27,Student,Taurus,9712.889999999983,0.15736512102653807
7,3834930,male,27,indUnk,Virgo,1823.1180000000027,0.029537571692427378
7,3918056,female,35,indUnk,Leo,4020.3710000000033,0.065136758368167
7,3360451,male,15,indUnk,Capricorn,2463.8170000000027,0.03991797090178547
7,3510209,male,26,Engineering,Aries,785.0450000000005,0.012719046693237429
7,4204175,female,16,Student,Taurus,963.2400000000005,0.015606104792456506
7,3942439,male,35,Marketing,Libra,474.57600000000036,0.0076889277729172804
7,3786761,female,25,indUnk,Capricorn,5507.567000000003,0.08923182981756915
7,4134995,male,39,Education,Aries,2905.061000000004,0.04706686432714435
7,3634769,female,25,Education,Taurus,7148.8179999999975,0.11582285084734774
7,3688402,male,16,indUnk,Scorpio,1076.3780000000004,0.017439130293898455
7,3955951,male,47,indUnk,Sagittarius,2474.6380000000004,0.04009328926476784
8,3961216,male,36,Communications-Media,Cancer,10359.792999999996,0.16784603544927248
8,3394114,female,24,indUnk,Aries,4538.518000000005,0.07353160947474166
8,2980512,male,23,indUnk,Cancer,1674.5620000000006,0.02713071514208873
8,3375764,male,14,indUnk,Aquarius,1365.1420000000016,0.022117591782508696
8,3695971,female,13,Student,Capricorn,1077.4540000000004,0.017456563299957883
8,2392914,male,24,Arts,Scorpio,31419.464999999887,0.5090480703800896
8,4027556,female,15,Student,Libra,432.7610000000002,0.007011454586695185
8,3529454,male,25,Education,Leo,2632.3160000000007,0.04264793752632774
8,1144172,male,17,indUnk,Libra,14895.614999999949,0.24133396519879377
8,727002,male,23,Internet,Leo,13343.05399999993,0.21617987103463804
8,239703,male,47,Internet,Leo,6684.8949999999995,0.10830651955542593
8,3800595,male,25,Engineering,Pisces,611.7240000000003,0.009910955574997575
8,3365681,male,15,Sports-Recreation,Aquarius,2208.158000000002,0.035775865979715535
8,3909180,male,27,indUnk,Aries,1019.688000000001,0.01652065714007973
8,3910681,female,15,Non-Profit,Taurus,343.0850000000002,0.0055585528660769285
8,1842408,male,27,Internet,Scorpio,547.428,0.008869252454554291
8,3976976,female,17,Student,Taurus,6309.716000000007,0.10222799001976615
8,3646190,male,23,Student,Gemini,17541.578999999943,0.28420302323320606
8,3473324,female,23,Science,Gemini,2552.3410000000026,0.04135220828877876
8,4118267,female,15,Student,Cancer,518.6880000000002,0.00840361621463984
8,3474915,female,23,Banking,Sagittarius,1110.3480000000002,0.01798950131233596
8,4065112,female,15,indUnk,Sagittarius,1581.0540000000024,0.02561572858948191
8,4113046,male,17,Student,Scorpio,1394.2210000000005,0.02258872039143256
8,3751017,female,15,indUnk,Leo,4342.907000000004,0.07036238294287295
8,3874913,female,24,indUnk,Capricorn,13172.041999999941,0.21340918959204078
8,3441686,female,16,indUnk,Aries,1495.4630000000002,0.024229010725511167
8,2943631,female,34,Education,Capricorn,127217.37800000035,2.061135057191931
8,1026164,female,23,Education,Aries,43392.12899999998,0.7030253232234857
8,3844126,female,16,Student,Libra,1493.701000000002,0.02420046336800496
8,3331655,male,13,indUnk,Pisces,634.1760000000002,0.010274715660542435
8,4014718,male,27,Education,Leo,3839.703999999998,0.06220964971971093
8,3982753,male,24,indUnk,Pisces,6348.733000000003,0.10286013090956228
8,3792603,male,14,Non-Profit,Scorpio,446.62900000000025,0.007236139464048479
8,3703742,male,39,Science,Sagittarius,926.6650000000005,0.015013528401542409
8,2827986,male,17,indUnk,Sagittarius,1337.7490000000012,0.021673779203525503
8,3691058,male,14,indUnk,Cancer,515.1020000000001,0.008345516995560742
8,2725981,female,16,Student,Sagittarius,3803.5750000000016,0.06162429927740517
8,3890293,male,24,Biotech,Capricorn,1311.5540000000003,0.021249376235377992
8,3768025,female,26,Arts,Pisces,8438.892000000009,0.13672421502867713
8,3547376,male,14,Student,Capricorn,678.2789999999998,0.010989258287158545
8,3563088,female,17,indUnk,Leo,9201.234000000006,0.14907543501506765
8,3328168,male,36,Publishing,Leo,429.0680000000004,0.006951621788017245
8,3670229,male,26,Science,Leo,498.2320000000002,0.008072194679368786
8,3365054,female,25,Non-Profit,Taurus,1978.7360000000017,0.032058844496289846
8,4170138,female,14,Student,Aries,704.4170000000004,0.011412737759631903
8,3554867,male,17,indUnk,Cancer,1690.7050000000029,0.027392258838015666
8,4165404,female,25,indUnk,Sagittarius,1183.2720000000008,0.01917099251482455
8,4276295,male,25,Engineering,Capricorn,407.41300000000024,0.006600774440232012
8,3602675,female,23,Science,Aquarius,606.379,0.009824357603447718
8,4241607,female,44,Biotech,Virgo,1627.316999999999,0.02636526684164478
8,3309500,male,24,Consulting,Taurus,1191.0770000000002,0.019297446615469366
8,4049634,male,14,Student,Aries,1992.735000000002,0.03228565179352584
8,4148364,male,24,Non-Profit,Sagittarius,2017.7500000000032,0.03269093678105057
8,3362962,female,23,indUnk,Capricorn,494.5370000000003,0.008012329477333857
8,2457278,male,44,Communications-Media,Scorpio,628.0150000000002,0.010174897119341567
8,3489849,female,15,Student,Cancer,1011.0670000000003,0.016380982469783874
8,4000461,male,23,Marketing,Sagittarius,1227.1280000000004,0.01988153332685267
8,3553772,female,24,indUnk,Taurus,1561.8320000000022,0.025304299925472312
8,3720675,female,14,Education,Scorpio,2110.135,0.03418772884870873
8,1473902,female,25,indUnk,Pisces,77884.72100000003,1.2618632092284767
8,3642944,male,15,Student,Capricorn,2726.529000000001,0.04417434626227278
8,3878541,female,17,indUnk,Virgo,1752.2800000000002,0.02838987719127702
8,3573350,female,25,Communications-Media,Libra,7143.507000000003,0.11573680373286678
8,4043093,female,17,Fashion,Capricorn,644.0249999999999,0.010434285992028771
8,3304818,female,23,indUnk,Scorpio,13919.278999999915,0.22551568322478072
8,1532204,male,23,Accounting,Scorpio,3041.9920000000025,0.04928537636499145
8,3503923,male,23,Student,Aries,19454.792999999874,0.31520030135121796
8,3919398,female,45,Arts,Leo,1105.9010000000005,0.017917452448073627
8,1744608,male,24,Student,Cancer,2112.6810000000028,0.03422897832215422
8,3838281,female,26,Non-Profit,Scorpio,3831.192999999999,0.06207175723404943
8,3350427,male,25,indUnk,Pisces,7764.431000000007,0.1257968147500082
8,3510239,male,23,Tourism,Pisces,1244.99,0.02017092770811056
8,3861522,female,24,Communications-Media,Leo,3796.1410000000033,0.0615038559994816
8,1464756,female,23,Military,Pisces,8598.59200000001,0.13931162308415168
8,3833953,female,15,Student,Scorpio,4109.449000000003,0.06657997148504591
8,4069724,female,25,Communications-Media,Cancer,1846.3690000000017,0.029914276919088847
8,3596192,male,40,Technology,Scorpio,633.4630000000001,0.010263163863776289
8,4056772,male,15,indUnk,Libra,477.73400000000026,0.00774009267360099
8,3967553,female,16,indUnk,Sagittarius,463.92800000000057,0.007516412300314322
8,3695852,female,16,Student,Scorpio,289.19,0.004685363403648618
8,2746397,female,23,Student,Cancer,3365.977000000001,0.05453447717183502
8,4304458,female,25,indUnk,Sagittarius,851.7850000000005,0.013800346715919778
8,3331920,male,26,Technology,Aquarius,4309.265000000004,0.06981732607498144
8,3681800,female,23,InvestmentBanking,Sagittarius,517.8290000000003,0.008389698972813588
8,3348708,male,15,indUnk,Virgo,536.5720000000003,0.008693367032824606
8,3541055,male,23,Education,Gemini,8162.054000000006,0.132238974757785
8,3941203,male,45,Non-Profit,Capricorn,734.5640000000003,0.011901169761187264
8,3763415,male,36,Education,Leo,988.922,0.016022196299536634
8,3952636,female,15,indUnk,Sagittarius,711.0520000000002,0.011520235896438875
8,3553548,male,44,Internet,Pisces,951.6890000000009,0.015418959204173566
8,4326205,male,26,Science,Pisces,655.5260000000004,0.010620621496387032
8,4026851,male,24,Education,Aquarius,12559.600999999946,0.20348661741356316
8,484022,male,24,Banking,Aquarius,2393.0720000000056,0.03877178315673513
8,3868966,female,27,Education,Gemini,489.54900000000026,0.007931515505006323
8,3415693,male,14,indUnk,Leo,9339.107999999991,0.15130922523573428
8,3866694,male,26,Communications-Media,Taurus,442.77400000000017,0.007173681993454525
8,4089410,female,24,Science,Cancer,660.9300000000003,0.010708175366968022
8,3898327,female,25,Marketing,Libra,3799.359000000004,0.061555993000874956
8,4313487,male,26,indUnk,Sagittarius,380.53700000000026,0.006165338129030171
8,3000856,female,27,Technology,Sagittarius,14607.980999999929,0.2366738116068813
8,3794174,female,24,Museums-Libraries,Leo,30564.902000000002,0.4952027154013156
8,3825227,male,25,Non-Profit,Libra,881.4690000000008,0.014281277340332472
8,3343284,male,16,Student,Leo,4611.114000000005,0.07470778652668425
8,4228502,female,15,Student,Libra,4613.281000000003,0.07474289556398048
8,3461023,female,41,Arts,Libra,3795.702000000003,0.06149674346262277
8,3818273,female,27,indUnk,Gemini,538.2140000000004,0.008719970188911578
8,4042332,male,23,Technology,Virgo,344.1769999999999,0.005576245098992254
8,4112771,male,24,Arts,Capricorn,614.3990000000003,0.009954295064968737
8,3654429,male,25,Technology,Leo,459.36600000000027,0.007442500243025182
8,889780,female,23,indUnk,Sagittarius,22302.963999999964,0.3613454521888462
8,2849315,male,33,Internet,Libra,425.7340000000001,0.006897605391918605
8,3445981,male,25,Education,Taurus,342.8060000000001,0.005554032597777131
8,4093633,female,26,Non-Profit,Virgo,483.2020000000001,0.007828683451605587
8,3379643,male,44,Non-Profit,Virgo,490.6140000000001,0.007948770292602315
8,3345615,female,36,indUnk,Capricorn,3835.178000000007,0.062136320922847724
8,800231,female,15,Student,Virgo,18155.627999999935,0.2941516477107018
8,3528240,male,16,indUnk,Leo,826.6430000000006,0.013393004115226348
8,4201475,male,14,Student,Sagittarius,3340.5270000000028,0.054122144454165494
8,3912744,female,25,Law,Scorpio,1879.238000000003,0.0304468098895046
8,4210415,female,17,indUnk,Leo,662.4090000000004,0.010732137649460492
8,3941008,female,46,indUnk,Scorpio,1157.1779999999994,0.01874822591620491
8,3533814,male,27,Engineering,Aquarius,811.8480000000003,0.013153300281909211
8,3706194,female,23,indUnk,Pisces,1897.6460000000004,0.030745050387220123
8,3296779,male,36,Technology,Taurus,706.4659999999999,0.01144593499886588
8,3425171,female,41,Non-Profit,Aquarius,11272.269999999968,0.18262969443634308
8,3607476,male,17,Student,Aquarius,2721.9820000000045,0.04410067723016112
8,1949004,female,25,Marketing,Sagittarius,14347.937999999935,0.23246067852629426
8,4279329,female,24,Government,Aquarius,473.27900000000005,0.007667914195910697
8,3372326,female,33,indUnk,Virgo,12965.610999999977,0.21006466089886874
8,4007890,female,26,Arts,Leo,905.2400000000004,0.01466640743981077
8,3562892,male,24,indUnk,Cancer,733.8800000000002,0.01189008781309744
8,3308651,female,24,indUnk,Libra,11461.150999999965,0.18568988367194786
8,4120936,male,14,Religion,Scorpio,790.6630000000005,0.012810067723016112
8,3839018,female,24,Arts,Libra,3040.7869999999994,0.04926585334240626
8,3845350,male,14,Student,Capricorn,389.336,0.0063078966980979236
8,1835108,female,24,indUnk,Taurus,3591.8710000000015,0.05819433913353426
8,3293359,female,34,indUnk,Aquarius,1076.234000000001,0.017436797252195345
8,3645484,female,33,Non-Profit,Leo,4121.347000000001,0.0667727390557662
8,3075330,male,37,Manufacturing,Pisces,20166.38099999993,0.3267292213473304
8,4005627,male,27,Advertising,Leo,1015.7510000000005,0.01645687113184927
8,3663756,female,26,indUnk,Aquarius,7266.037000000001,0.11772199539872333
8,3841004,male,27,Non-Profit,Cancer,499.9630000000002,0.008100239784841713
8,3576737,male,14,indUnk,Scorpio,3929.9200000000023,0.06367130034671596
8,3324579,male,24,indUnk,Taurus,8576.13500000001,0.13894778199021435
8,4261992,female,15,Student,Gemini,594.1740000000002,0.009626616117429768
8,4125306,male,16,indUnk,Cancer,911.5210000000005,0.014768170182430908
8,3676589,female,34,indUnk,Leo,1138.5150000000003,0.018445853990473417
8,3662495,male,42,Military,Scorpio,2566.3370000000023,0.041578966980979265
8,3882651,female,26,indUnk,Pisces,580.7990000000003,0.009409918667573966
8,3670070,female,17,Student,Sagittarius,376.0600000000001,0.006092803214413015
8,3359590,female,14,Arts,Taurus,836.1810000000004,0.013547535724701085
8,3816334,female,23,Student,Leo,3771.160000000003,0.06109912186902568
8,2299048,female,23,indUnk,Virgo,94043.27300000057,1.5236588736593204
8,2979384,female,24,indUnk,Aries,17046.599999999948,0.27618353261397793
8,3463066,female,15,indUnk,Cancer,797.6130000000006,0.012922669388548663
8,4287012,female,17,Student,Taurus,532.3920000000003,0.008625644016720137
8,3346453,male,15,indUnk,Scorpio,521.8030000000001,0.008454084443148312
8,4268277,female,14,indUnk,Leo,522.9,0.00847185768445611
8,2952959,female,24,indUnk,Capricorn,1770.982000000001,0.0286928809824698
8,3679131,male,24,Transportation,Sagittarius,1344.5529999999997,0.02178401542399792
8,1039136,male,24,Student,Capricorn,32570.948000000008,0.5277040277372737
8,3421335,female,15,Student,Scorpio,13870.941999999959,0.22473254269142218
8,4017445,male,14,Student,Scorpio,773.3930000000007,0.0125302647354266
8,2935790,male,16,Student,Taurus,6806.839999999995,0.11028223323936351
8,3110819,female,15,Student,Libra,5351.155,0.08669769288098246
8,3828416,female,35,Internet,Pisces,991.503000000001,0.016064012831729382
8,2142241,female,16,indUnk,Libra,23305.721000000005,0.3775917987103465
8,3294669,male,14,Student,Leo,431.3350000000001,0.006988350993162893
8,3811749,female,26,indUnk,Virgo,420.3980000000001,0.006811153235475197
8,3854735,female,17,Student,Cancer,721.5410000000003,0.011690175302161309
8,106160,female,27,Student,Sagittarius,2281.818000000002,0.036969281617575615
8,3667476,male,17,indUnk,Taurus,1138.5310000000013,0.018446113217329335
8,3783147,female,13,Student,Capricorn,1029.4570000000008,0.016678931337286557
8,3534298,male,17,Sports-Recreation,Aries,669.9990000000003,0.010855108389229129
8,3979339,male,17,Student,Cancer,536.9610000000002,0.008699669485758729
8,3563704,female,24,Internet,Gemini,4452.4020000000055,0.07213638572956167
8,4176726,female,24,Education,Taurus,723.628000000001,0.011723988205178072
8,182779,female,27,Internet,Sagittarius,1142.381000000001,0.018508489679530817
8,4174067,female,15,Student,Scorpio,990.7400000000002,0.01605165095103853
8,3018199,male,25,Military,Taurus,9498.24500000002,0.15388751174621723
8,4284319,male,17,Student,Leo,545.449,0.008837189332814879
8,3559475,female,38,indUnk,Leo,1767.794000000003,0.028641230031431306
8,3765903,male,16,Student,Scorpio,4676.902,0.07577366255144033
8,3840121,male,24,BusinessServices,Aquarius,3098.9370000000044,0.050207980946826165
8,3675479,female,45,indUnk,Taurus,6830.527000000008,0.11066600239784855
8,2925413,female,26,indUnk,Cancer,11254.429999999975,0.18234065649201217
8,1649144,male,17,Communications-Media,Gemini,12446.787999999957,0.2016588574576319
8,2457139,male,24,indUnk,Cancer,359.69299999999987,0.005827630342503482
8,3767498,male,26,indUnk,Aries,5611.584000000004,0.09091707980946834
8,3370660,female,15,Student,Scorpio,2170.147000000001,0.03516002397848419
8,3782161,male,17,Student,Aries,2246.908000000004,0.03640368102135388
8,3641696,female,27,indUnk,Sagittarius,3261.61,0.05284355659246298
8,3973922,female,38,Education,Cancer,4502.682999999997,0.07295102232591293
8,4283446,female,36,indUnk,Pisces,375.69200000000023,0.006086840996727265
8,3844152,male,15,Student,Libra,753.5010000000002,0.012207980946826095
8,2938013,male,23,Engineering,Capricorn,19350.466999999862,0.313510045040664
8,4015334,female,23,indUnk,Taurus,452.4800000000003,0.007330935484916242
8,3726296,male,25,Education,Scorpio,392.5790000000001,0.006360438741453617
8,3568732,male,15,indUnk,Scorpio,581.3219999999999,0.009418392145426264
8,3649232,male,35,indUnk,Pisces,1258.7220000000011,0.020393409157188704
8,3975659,female,44,indUnk,Taurus,653.2890000000004,0.010584378341596196
8,4192314,female,24,indUnk,Sagittarius,1387.0850000000007,0.02247310521370015
8,4037377,female,24,Engineering,Scorpio,7685.158000000012,0.124512459090762
8,3812182,female,15,indUnk,Aries,883.3320000000007,0.01431146106736659
8,4247849,male,17,Student,Taurus,752.2880000000006,0.012188328310813009
8,3740485,female,23,Law,Taurus,681.0410000000002,0.011034007323158682
8,3786837,male,26,indUnk,Leo,4998.018999999997,0.08097629694436338
8,3441506,female,26,indUnk,Pisces,760.6759999999999,0.012324227990019764
8,3292898,male,17,Student,Cancer,682.6450000000007,0.011059994815462893
8,4162455,male,40,Internet,Cancer,757.8640000000007,0.012278668870094954
8,4068971,female,17,indUnk,Leo,1311.6400000000003,0.021250769579728466
8,3427636,female,25,Student,Libra,3239.6080000000043,0.05248708726224044
8,3313833,female,26,Telecommunications,Virgo,4902.246000000004,0.07942461358996798
8,887044,female,23,indUnk,Pisces,45421.89299999998,0.7359109069699618
8,4213593,female,36,Accounting,Capricorn,637.3320000000001,0.010325848157869157
8,3303032,male,25,Technology,Sagittarius,3059.993000000002,0.04957702277956
8,3612804,female,13,Arts,Sagittarius,2024.2949999999996,0.03279697676679303
8,2356912,male,17,indUnk,Cancer,5558.411000000008,0.09005558795891268
8,3655212,female,26,Architecture,Aries,3017.9270000000024,0.04889548297203594
8,1967875,male,15,indUnk,Cancer,6270.451000000007,0.1015918311137035
8,3713514,female,16,indUnk,Leo,1353.1460000000004,0.021923236447295946
8,4236192,female,15,Student,Aries,6304.722000000009,0.10214707883736769
8,3481255,male,26,indUnk,Sagittarius,3461.675000000002,0.056084945400343506
8,2918786,male,24,indUnk,Pisces,1766.809000000002,0.028625271378114804
8,4058312,female,25,indUnk,Pisces,547.9260000000004,0.008877320890444256
8,4151934,female,26,indUnk,Libra,331.97999999999996,0.0053786332264022544
8,3808580,female,16,indUnk,Cancer,1773.1300000000003,0.028727682187874668
8,3441799,male,24,Student,Aries,579.0200000000002,0.00938109588153333
8,3469176,male,17,Engineering,Scorpio,882.5229999999998,0.014298353909465017
8,3363794,female,23,indUnk,Taurus,6651.891000000003,0.10777179935841358
8,4311131,female,26,indUnk,Cancer,454.954,0.007371018437510126
8,3587235,female,24,Publishing,Taurus,9937.029000000008,0.16099654904248092
8,1435600,male,16,Student,Aries,1004.0369999999999,0.01626708466997181
8,3912740,female,13,Student,Aquarius,3189.8770000000018,0.051681361589060656
8,3325039,male,26,indUnk,Aquarius,501.6040000000004,0.008126826739250192
8,3334323,female,46,indUnk,Leo,25142.80899999989,0.40735570785133157
8,4200756,female,17,Student,Aquarius,1028.238,0.01665918149120249
8,3571141,female,23,indUnk,Pisces,779.9230000000003,0.012636061695991711
8,4249171,male,17,Student,Sagittarius,772.3230000000003,0.012512928939438131
8,4101824,female,26,Marketing,Cancer,178.51999999999992,0.0028923236447295927
8,1936076,male,24,indUnk,Virgo,109168.63600000019,1.7687151420887235
8,3676152,female,34,Consulting,Libra,855.5530000000007,0.013861394640484765
8,4235819,male,15,Student,Capricorn,1302.5860000000014,0.021104079582644784
8,4075344,female,23,indUnk,Leo,1242.9800000000014,0.02013836233433786
8,2862307,male,17,indUnk,Aries,15443.141999999925,0.25020482161951857
8,3325862,female,24,indUnk,Capricorn,1447.783000000002,0.023456514694922426
8,4226664,female,17,indUnk,Virgo,2477.1770000000024,0.04013442532646386
8,3338197,female,24,indUnk,Virgo,3471.401000000002,0.056242522925375106
8,3361208,female,15,indUnk,Libra,1578.4300000000012,0.025573215385113916
